Название улицы,Длина,Начальные координаты,Конечные координаты
Жумабаева улица,36.326,"(72.8175474, 40.519947)","(72.8179711, 40.5200016)"
Абдуллаева улица,143.833,"(72.8175474, 40.519947)","(72.8173006, 40.5211969)"
М. Мадумарова,106.646,"(72.8161889, 40.5252089)","(72.8174383, 40.5253428)"
Абдуллаева улица,42.405,"(72.8161889, 40.5252089)","(72.8163028, 40.5248375)"
Ленинградская улица,165.364,"(72.8161889, 40.5252089)","(72.8142612, 40.5249557)"
Абдуллаева улица,71.958,"(72.8161889, 40.5252089)","(72.815989, 40.5258378)"
Ленинградская улица,131.621,"(72.8142612, 40.5249557)","(72.8127314, 40.5247345)"
Гагарина улица,60.966,"(72.8142612, 40.5249557)","(72.8141356, 40.5254956)"
Гагарина улица,75.052,"(72.8142612, 40.5249557)","(72.8144062, 40.5242898)"
Ленинградская улица,165.364,"(72.8142612, 40.5249557)","(72.8161889, 40.5252089)"
8-марта улица,105.988,"(72.7836234, 40.5489731)","(72.7826747, 40.5483495)"
Ленина улица,45.398,"(72.7836234, 40.5489731)","(72.7832677, 40.5492791)"
Ленина улица,138.739,"(72.7836234, 40.5489731)","(72.784712, 40.548039)"
Гагарина улица,145.544,"(72.8156434, 40.5195652)","(72.8152512, 40.5208397)"
Жумабаева улица,41.263,"(72.8156434, 40.5195652)","(72.8151672, 40.5194836)"
Жумабаева улица,86.405,"(72.8156434, 40.5195652)","(72.8166382, 40.5197439)"
,52.573,"(72.7698395, 40.5102824)","(72.7693866, 40.5099584)"
Осмонова Б. улица,289.195,"(72.7698395, 40.5102824)","(72.7715797, 40.5080433)"
Осмонова Б. улица,517.4010000000001,"(72.7698395, 40.5102824)","(72.766684, 40.514269)"
Тимирязева улица,510.828,"(72.7698395, 40.5102824)","(72.7735601, 40.5138886)"
8-марта улица,64.175,"(72.778224, 40.5452735)","(72.7776811, 40.5448699)"
8-марта улица,61.975,"(72.778224, 40.5452735)","(72.7787641, 40.5456506)"
Коп Онорчулор улица,242.605,"(72.778224, 40.5452735)","(72.7801832, 40.5436786)"
Коммуны улица,247.426,"(72.778224, 40.5452735)","(72.7761459, 40.5468412)"
Гагарина улица,231.081,"(72.8130485, 40.5300776)","(72.8135149, 40.5280299)"
Мурадиложона Мадумарова,10.291,"(72.8130485, 40.5300776)","(72.8129272, 40.5300695)"
Мурадиложона Мадумарова,39.149,"(72.8130485, 40.5300776)","(72.813508, 40.5301221)"
,76.753,"(72.7639543, 40.5067901)","(72.7647733, 40.5070879)"
,22.032,"(72.7639543, 40.5067901)","(72.7637131, 40.5067151)"
,123.16,"(72.7639543, 40.5067901)","(72.7639512, 40.5056825)"
Токтогула улица,141.922,"(72.7890479, 40.5389717)","(72.7878668, 40.5398791)"
Токтогула улица,19.206,"(72.7890479, 40.5389717)","(72.7892068, 40.5388482)"
Давыдова улица,73.416,"(72.7890479, 40.5389717)","(72.7882821, 40.5386599)"
Токтогула улица,248.664,"(72.7818801, 40.5448651)","(72.7798569, 40.5464891)"
Токтогула улица,64.728,"(72.7818801, 40.5448651)","(72.7824051, 40.5444412)"
Киргизская улица,102.333,"(72.7818801, 40.5448651)","(72.7827794, 40.5454815)"
Киргизская улица,94.039,"(72.7818801, 40.5448651)","(72.7810745, 40.5442816)"
Гапара Айтиева улица,129.471,"(72.78412, 40.5269265)","(72.7856498, 40.5269867)"
Саидова улица,66.864,"(72.78412, 40.5269265)","(72.7841613, 40.526326)"
Гапара Айтиева улица,166.56799999999998,"(72.78412, 40.5269265)","(72.7821508, 40.5269211)"
Коп Онорчулор улица,241.751,"(72.7801832, 40.5436786)","(72.7821346, 40.5420887)"
Коп Онорчулор улица,242.605,"(72.7801832, 40.5436786)","(72.778224, 40.5452735)"
Киргизская улица,100.836,"(72.7801832, 40.5436786)","(72.7810745, 40.5442816)"
Киргизская улица,65.175,"(72.7801832, 40.5436786)","(72.7796045, 40.5432911)"
8-марта улица,54.533,"(72.7798569, 40.5464891)","(72.7794342, 40.5461185)"
8-марта улица,101.551,"(72.7798569, 40.5464891)","(72.7807638, 40.5470884)"
Токтогула улица,66.236,"(72.7798569, 40.5464891)","(72.779365, 40.5469529)"
Токтогула улица,248.664,"(72.7798569, 40.5464891)","(72.7818801, 40.5448651)"
,25.415,"(72.7868857, 40.5380912)","(72.7870149, 40.5378848)"
Парижская Комуна улица,90.299,"(72.7868857, 40.5380912)","(72.7862116, 40.5387213)"
Тимирязева улица,69.991,"(72.7847533, 40.5167821)","(72.7855469, 40.5169616)"
Тимирязева улица,110.66,"(72.7847533, 40.5167821)","(72.7834458, 40.516831)"
Саидова улица,106.871,"(72.7847533, 40.5167821)","(72.7852626, 40.517634)"
Саидова улица,309.29,"(72.7847533, 40.5167821)","(72.785192, 40.514032)"
Мамырова улица,41.156,"(72.7582302, 40.4789684)","(72.7583896, 40.4793181)"
Мамырова улица,208.175,"(72.7582302, 40.4789684)","(72.7573686, 40.4772147)"
Ишматова улица,371.446,"(72.7582302, 40.4789684)","(72.7624357, 40.4787121)"
Рысбай Абдыкадыров,70.319,"(72.7928721, 40.522243)","(72.7925287, 40.522819)"
Рысбай Абдыкадыров,93.117,"(72.7928721, 40.522243)","(72.7938562, 40.5226194)"
Закирова И. улица,21.311,"(72.7928721, 40.522243)","(72.7929915, 40.5220742)"
улица Розияхон Моминовой,42.618,"(72.7928648, 40.5257363)","(72.7924918, 40.5254784)"
улица Розияхон Моминовой,111.075,"(72.7928648, 40.5257363)","(72.7939944, 40.5262468)"
Эргеш Алиев,123.87899999999999,"(72.7928648, 40.5257363)","(72.792576, 40.5268247)"
Эргеш Алиев,345.409,"(72.7928648, 40.5257363)","(72.7951254, 40.5231503)"
Баялинова улица,9.0,"(72.7993706, 40.5210439)","(72.7992809, 40.5210003)"
Баялинова улица,14.103,"(72.7993706, 40.5210439)","(72.7995111, 40.5211123)"
Курманжан Датка улица,4.506,"(72.7993706, 40.5210439)","(72.7993998, 40.52101)"
Рысбай Абдыкадыров,70.319,"(72.7925287, 40.522819)","(72.7928721, 40.522243)"
Рысбай Абдыкадыров,63.879,"(72.7925287, 40.522819)","(72.7917844, 40.5227733)"
,100.182,"(72.7925287, 40.522819)","(72.7923302, 40.5237065)"
Рысбай Абдыкадыров,18.246,"(72.7917844, 40.5227733)","(72.7915715, 40.5227462)"
Рысбай Абдыкадыров,63.879,"(72.7917844, 40.5227733)","(72.7925287, 40.522819)"
улица Розияхон Моминовой,8.866,"(72.7975358, 40.5271404)","(72.7974329, 40.5271249)"
Ленина улица,58.734,"(72.7975358, 40.5271404)","(72.7974254, 40.5276619)"
,25.619,"(72.7975358, 40.5271404)","(72.797835, 40.5271773)"
Ленина улица,119.451,"(72.8058488, 40.5170252)","(72.8050089, 40.5178891)"
Ленина улица,22.242,"(72.8058488, 40.5170252)","(72.8059958, 40.5168593)"
Заднепровский,37.566,"(72.8058488, 40.5170252)","(72.8055402, 40.5167821)"
Алиева Э. улица,18.93,"(72.8019229, 40.5139482)","(72.8020385, 40.5138024)"
Алиева Э. улица,230.817,"(72.8019229, 40.5139482)","(72.8009078, 40.5158752)"
Заднепровский,267.706,"(72.8019229, 40.5139482)","(72.8041323, 40.515673)"
Алиева Э. улица,110.463,"(72.8011706, 40.515929)","(72.800459, 40.5167622)"
Абдуманап Мамыров улица,23.007,"(72.8011706, 40.515929)","(72.8009078, 40.5158752)"
Ломоносова улица,118.368,"(72.7995861, 40.5177839)","(72.8007483, 40.5183777)"
Алиева Э. улица,197.286,"(72.7995861, 40.5177839)","(72.7983021, 40.5192655)"
Алиева Э. улица,64.661,"(72.7995861, 40.5177839)","(72.8000027, 40.5172962)"
Ломоносова улица,117.776,"(72.7995861, 40.5177839)","(72.7983309, 40.5173348)"
Мичурина улица,154.362,"(72.8065481, 40.5076281)","(72.8081334, 40.5083168)"
Алиева Э. улица,5.377,"(72.8065481, 40.5076281)","(72.8065206, 40.5076717)"
Алиева Э. улица,111.397,"(72.8065481, 40.5076281)","(72.8070861, 40.5067136)"
Алиева Э. улица,13.36,"(72.8035619, 40.5122278)","(72.8034812, 40.5123311)"
Джиннах М.А. улица,11.919,"(72.8035619, 40.5122278)","(72.8036991, 40.5122031)"
Алиева Э. улица,257.102,"(72.8035619, 40.5122278)","(72.8049126, 40.5101618)"
Джиннах М.А. улица,170.556,"(72.807108, 40.5123325)","(72.8050931, 40.5122546)"
Курманджан Датка,176.26,"(72.807108, 40.5123325)","(72.80828, 40.5110215)"
Курманджан Датка,192.018,"(72.807108, 40.5123325)","(72.8058279, 40.513759)"
Джиннах М.А. улица,109.245,"(72.807108, 40.5123325)","(72.8083976, 40.5123955)"
Алиева Э. улица,134.165,"(72.8025048, 40.5132823)","(72.8034812, 40.5123311)"
Алиева Э. улица,69.989,"(72.8025048, 40.5132823)","(72.8020385, 40.5138024)"
Асранкулова улица,45.297,"(72.8025048, 40.5132823)","(72.8020605, 40.5130546)"
Асранкулова улица,74.388,"(72.8025048, 40.5132823)","(72.8032718, 40.5136102)"
Коп Онорчулор улица,147.921,"(72.7821346, 40.5420887)","(72.783278, 40.5410814)"
Коп Онорчулор улица,241.751,"(72.7821346, 40.5420887)","(72.7801832, 40.5436786)"
Киевская улица,95.995,"(72.7821346, 40.5420887)","(72.7829908, 40.5426561)"
Киевская улица,89.935,"(72.7821346, 40.5420887)","(72.7813242, 40.5415644)"
Киевская улица,100.56,"(72.7856741, 40.5443716)","(72.7847551, 40.543797)"
Курманжан Датка,17.639,"(72.7856741, 40.5443716)","(72.7858206, 40.5442586)"
Курманжан Датка,73.704,"(72.7856741, 40.5443716)","(72.7850934, 40.5448662)"
Токтогула улица,95.023,"(72.7838826, 40.543276)","(72.7830758, 40.5438713)"
Токтогула улица,252.59,"(72.7838826, 40.543276)","(72.7858499, 40.5415657)"
Киевская улица,93.763,"(72.7838826, 40.543276)","(72.7847551, 40.543797)"
Киевская улица,102.127,"(72.7838826, 40.543276)","(72.7829908, 40.5426561)"
8-марта улица,69.241,"(72.7765047, 40.5439952)","(72.7770904, 40.5444307)"
Турсунбай Абдуллаева улица,232.404,"(72.7765047, 40.5439952)","(72.7784562, 40.5425224)"
Турсунбай Абдуллаева улица,259.18899999999996,"(72.7765047, 40.5439952)","(72.774424, 40.5457079)"
Шамшат улица,54.394,"(72.7762924, 40.5406865)","(72.7756621, 40.5407858)"
,95.67599999999999,"(72.7762924, 40.5406865)","(72.7768668, 40.5412913)"
Шамшат улица,126.14699999999999,"(72.7762924, 40.5406865)","(72.7772514, 40.5399022)"
Курманжан Датка,79.246,"(72.7883587, 40.5421528)","(72.7889986, 40.5416318)"
Курманжан Датка,93.793,"(72.7883587, 40.5421528)","(72.7876104, 40.5427758)"
Мамажан улица,34.272,"(72.7883587, 40.5421528)","(72.7887508, 40.5422316)"
Мамажан улица,89.642,"(72.7883587, 40.5421528)","(72.787317, 40.5420003)"
Атабаева Т. улица,190.868,"(72.7993604, 40.5090611)","(72.800495, 40.5075771)"
Атабаева Т. улица,181.865,"(72.7993604, 40.5090611)","(72.7982868, 40.5104784)"
Кулова улица,79.407,"(72.7993604, 40.5090611)","(72.8001624, 40.5094328)"
Кулова улица,61.3,"(72.7993604, 40.5090611)","(72.7988184, 40.5086949)"
44-я улица,83.858,"(72.7929671, 40.5044685)","(72.7927227, 40.5037376)"
49 улица,22.776,"(72.7929671, 40.5044685)","(72.7932061, 40.504563)"
,55.239999999999995,"(72.7929671, 40.5044685)","(72.7923182, 40.5044896)"
Тимирязева улица,78.443,"(72.7735601, 40.5138886)","(72.7740694, 40.5144783)"
,121.445,"(72.7735601, 40.5138886)","(72.7721457, 40.513812)"
Номаноа улица,311.08299999999997,"(72.7735601, 40.5138886)","(72.7769973, 40.512897)"
Тимирязева улица,510.828,"(72.7735601, 40.5138886)","(72.7698395, 40.5102824)"
Учар улица,231.115,"(72.7871682, 40.4941139)","(72.7851338, 40.4955019)"
Учар улица,208.491,"(72.7871682, 40.4941139)","(72.788987, 40.492848)"
44-я улица,996.096,"(72.7871682, 40.4941139)","(72.7918426, 40.5021652)"
Ашхабатская улица,197.235,"(72.8028393, 40.5086701)","(72.8014767, 40.5101099)"
Шопокова улица,75.004,"(72.8028393, 40.5086701)","(72.8034598, 40.5091522)"
Шопокова улица,71.973,"(72.8028393, 40.5086701)","(72.802123, 40.5083203)"
Ашхабатская улица,65.644,"(72.8028393, 40.5086701)","(72.8031719, 40.5081399)"
Атабаева Т. улица,49.377,"(72.8019515, 40.5057039)","(72.8016591, 40.5060883)"
,138.47699999999998,"(72.8019515, 40.5057039)","(72.8033486, 40.5051047)"
Суйумбаева улица,30.108000000000004,"(72.8019515, 40.5057039)","(72.8018206, 40.5054789)"
Кулова улица,63.259,"(72.797536, 40.5081087)","(72.7981979, 40.508374)"
Кольцова улица,180.355,"(72.797536, 40.5081087)","(72.7986323, 40.5067173)"
Кольцова улица,91.453,"(72.797536, 40.5081087)","(72.7969789, 40.5088137)"
52 улица,131.144,"(72.797536, 40.5081087)","(72.7959932, 40.5080595)"
,107.402,"(72.797536, 40.5081087)","(72.7966047, 40.5074921)"
Ашхабатская улица,197.235,"(72.8014767, 40.5101099)","(72.8028393, 40.5086701)"
Ашхабатская улица,24.7,"(72.8014767, 40.5101099)","(72.8013021, 40.510288)"
Кулова улица,55.741,"(72.8014767, 40.5101099)","(72.8009238, 40.5098368)"
Ленина улица,13.63,"(72.7942094, 40.5385096)","(72.7942038, 40.5386321)"
,7.242,"(72.7942094, 40.5385096)","(72.7941257, 40.5384956)"
,14.462,"(72.8006542, 40.5427884)","(72.8007037, 40.5426639)"
Жолдошбек Раимбеков,30.118,"(72.8006542, 40.5427884)","(72.8009921, 40.5428746)"
Жолдошбек Раимбеков,93.03,"(72.8006542, 40.5427884)","(72.7996247, 40.5424919)"
Токтогула улица,253.415,"(72.7878668, 40.5398791)","(72.7858499, 40.5415657)"
Токтогула улица,141.922,"(72.7878668, 40.5398791)","(72.7890479, 40.5389717)"
Нематова улица,105.035,"(72.7878668, 40.5398791)","(72.7887845, 40.5405162)"
Ленина улица,92.657,"(72.7944022, 40.5376893)","(72.7942094, 40.5385096)"
,125.09,"(72.7944022, 40.5376893)","(72.7957551, 40.5376879)"
Ленина улица,20.538,"(72.7912982, 40.5430527)","(72.7911141, 40.5431733)"
Мавлянова улица,210.084,"(72.7912982, 40.5430527)","(72.7921049, 40.5412781)"
Мамажан улица,124.423,"(72.7912982, 40.5430527)","(72.7899299, 40.5426464)"
Ленина улица,173.55400000000003,"(72.7951823, 40.5362542)","(72.7944022, 40.5376893)"
Алишер Навои,113.088,"(72.7951823, 40.5362542)","(72.7939096, 40.5359401)"
Алишера Навои улица,60.37,"(72.7951823, 40.5362542)","(72.7958731, 40.5363925)"
Нематова улица,98.803,"(72.7896975, 40.5410713)","(72.7887845, 40.5405162)"
Курманжан Датка,128.267,"(72.7896975, 40.5410713)","(72.7907627, 40.5402495)"
Курманжан Датка,85.862,"(72.7896975, 40.5410713)","(72.7889986, 40.5416318)"
Аттокурова улица,95.9,"(72.7374236, 40.4915158)","(72.7382956, 40.4920672)"
Аттокурова улица,9.9,"(72.7374236, 40.4915158)","(72.737334, 40.4914585)"
Жусубалиева улица,153.392,"(72.7374236, 40.4915158)","(72.7364316, 40.4926703)"
Жусубалиева улица,155.71699999999998,"(72.742242, 40.4797488)","(72.7423541, 40.4783545)"
Жусубалиева улица,246.48,"(72.742242, 40.4797488)","(72.7425665, 40.4819378)"
,868.35,"(72.742242, 40.4797488)","(72.7343222, 40.4788895)"
Муратова улица,73.53,"(72.7253743, 40.4878845)","(72.7262333, 40.4879868)"
Ташиева улица,13.319,"(72.7253743, 40.4878845)","(72.7254335, 40.4879955)"
Ташиева улица,732.415,"(72.7253743, 40.4878845)","(72.7219186, 40.4818525)"
Жусубалиева улица,379.318,"(72.7340833, 40.4967686)","(72.7356551, 40.493624)"
Алишера Новои улица,53.849,"(72.7752206, 40.5309862)","(72.7757297, 40.5312774)"
Алишера Новои улица,81.154,"(72.7752206, 40.5309862)","(72.7744644, 40.5305364)"
Шахубиддин улица,170.76399999999998,"(72.7752206, 40.5309862)","(72.7741465, 40.5322772)"
Алишера Новои улица,19.251,"(72.7782303, 40.5330937)","(72.778438, 40.5331648)"
,73.556,"(72.7782303, 40.5330937)","(72.7776772, 40.5334764)"
Алишера Новои улица,244.142,"(72.7782303, 40.5330937)","(72.7761514, 40.531571)"
,70.272,"(72.7776772, 40.5334764)","(72.776986, 40.5331251)"
Бадалова улица,354.776,"(72.7776772, 40.5334764)","(72.7753915, 40.5361526)"
,73.556,"(72.7776772, 40.5334764)","(72.7782303, 40.5330937)"
Мамаджан улица,8.716,"(72.7771675, 40.5398566)","(72.7772514, 40.5399022)"
Мамаджан улица,167.939,"(72.7771675, 40.5398566)","(72.7755909, 40.5389371)"
